staircase.thisTrialN,staircase.stepSize,staircase.intensity,thisRow.t,notes,trial.started,fixation.started,grating.started,key_resp.started,fixation.stopped,grating.stopped,trial.stopped,corrAns,tilt,key_resp.corr,staircase.response,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,expStart,
78,0.5,18.0,117.70364059999702,,117.68749620000017,117.70364059999702,118.18712669999513,118.18712669999513,118.20379749999847,118.48747659999935,118.62191899999743,right,18.0,1,1,0.42136069999833126,182340,001,2024-09-12_20h41.00.415,adaptive_staircase,2024.1.5,None,2024-09-12 20h41.12.471714 +0530,
79,0.5,17.5,118.63676670000132,,118.62204240000574,118.63676670000132,119.13687279999431,119.13687279999431,119.13687279999431,119.43684100000246,119.55602849999559,left,-17.5,1,1,0.40170770000258926,182340,001,2024-09-12_20h41.00.415,adaptive_staircase,2024.1.5,None,2024-09-12 20h41.12.471714 +0530,
80,0.5,17.5,119.57095330000448,,119.55618899999536,119.57095330000448,120.06976379999833,120.06976379999833,120.0868507999985,120.37096349999774,120.62236660000053,left,-17.5,1,1,0.5463799999997718,182340,001,2024-09-12_20h41.00.415,adaptive_staircase,2024.1.5,None,2024-09-12 20h41.12.471714 +0530,
81,0.5,17.5,120.63702639999974,,120.62253399999463,120.63702639999974,121.13683249999303,121.13683249999303,121.13683249999303,121.43663929999457,121.72223939999822,right,17.5,1,1,0.574673499999335,182340,001,2024-09-12_20h41.00.415,adaptive_staircase,2024.1.5,None,2024-09-12 20h41.12.471714 +0530,
82,0.5,17.0,121.73690859999624,,121.72237370000221,121.73690859999624,122.2371351000038,122.2371351000038,122.2371351000038,122.53690700000152,122.52259819999745,left,-17.0,1,1,0.2705969999951776,182340,001,2024-09-12_20h41.00.415,adaptive_staircase,2024.1.5,None,2024-09-12 20h41.12.471714 +0530,
83,0.5,17.0,122.53690700000152,,122.52275020000525,122.53690700000152,123.0374337999965,123.0374337999965,123.0374337999965,123.33711849999963,123.37215739999374,left,-17.0,1,1,0.3199332000076538,182340,001,2024-09-12_20h41.00.415,adaptive_staircase,2024.1.5,None,2024-09-12 20h41.12.471714 +0530,
84,0.5,17.0,123.38704839999264,,123.37231809999503,123.38704839999264,123.8866263999953,123.8866263999953,123.8866263999953,124.1872938000015,124.25580689999333,left,-17.0,1,1,0.3672541999985697,182340,001,2024-09-12_20h41.00.415,adaptive_staircase,2024.1.5,None,2024-09-12 20h41.12.471714 +0530,
85,0.5,16.5,124.27064200000314,,124.25597559999733,124.27064200000314,124.770717899999,124.770717899999,124.770717899999,125.0703155999945,125.08888080000179,left,-16.5,1,1,0.3156161999941105,182340,001,2024-09-12_20h41.00.415,adaptive_staircase,2024.1.5,None,2024-09-12 20h41.12.471714 +0530,
86,0.5,16.5,125.10355970000091,,125.08905379999487,125.10355970000091,125.60386940000171,125.60386940000171,125.60386940000171,125.90361100000155,126.05536230000143,left,-16.5,1,1,0.4378690000012284,182340,001,2024-09-12_20h41.00.415,adaptive_staircase,2024.1.5,None,2024-09-12 20h41.12.471714 +0530,
87,0.5,16.5,126.07049129999359,,126.0555275999941,126.07049129999359,126.57008200000564,126.57008200000564,126.57008200000564,126.87017860000196,126.92185860000609,right,16.5,0,0,0.3405670000065584,182340,001,2024-09-12_20h41.00.415,adaptive_staircase,2024.1.5,None,2024-09-12 20h41.12.471714 +0530,
