staircase.thisTrialN,staircase.stepSize,staircase.intensity,thisRow.t,notes,trial.started,fixation.started,grating.started,key_resp.started,fixation.stopped,grating.stopped,trial.stopped,corrAns,tilt,key_resp.corr,staircase.response,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,expStart,
88,0.5,17.0,126.93714419999742,,126.9220301000023,126.93714419999742,127.43706039999961,127.43706039999961,127.43706039999961,127.73727199999848,127.9885673999961,right,17.0,1,1,0.5384668000042439,182340,001,2024-09-12_20h41.00.415,adaptive_staircase,2024.1.5,None,2024-09-12 20h41.12.471714 +0530,
89,0.5,17.0,128.00346150000405,,127.98874349999824,128.00346150000405,128.50352559999737,128.50352559999737,128.50352559999737,128.8033204999956,128.88789689999248,left,-17.0,1,1,0.37426359999517445,182340,001,2024-09-12_20h41.00.415,adaptive_staircase,2024.1.5,None,2024-09-12 20h41.12.471714 +0530,
90,0.5,17.0,128.90343619999476,,128.88805229999707,128.90343619999476,129.40314700000454,129.40314700000454,129.40314700000454,129.70310210000025,130.0215637999936,right,17.0,1,1,0.6042773999943165,182340,001,2024-09-12_20h41.00.415,adaptive_staircase,2024.1.5,None,2024-09-12 20h41.12.471714 +0530,
91,0.5,16.5,130.03664049999497,,130.02172960000462,130.03664049999497,130.53640919999452,130.53640919999452,130.53640919999452,130.8368288000056,130.9719643999997,left,-16.5,1,1,0.42888950000633486,182340,001,2024-09-12_20h41.00.415,adaptive_staircase,2024.1.5,None,2024-09-12 20h41.12.471714 +0530,
92,0.5,16.5,130.9869663999998,,130.97212570000556,130.9869663999998,131.48702790000243,131.48702790000243,131.48702790000243,131.78677979999338,131.95493229999556,right,16.5,1,1,0.46112449999782257,182340,001,2024-09-12_20h41.00.415,adaptive_staircase,2024.1.5,None,2024-09-12 20h41.12.471714 +0530,
93,0.5,16.5,131.96958079999604,,131.95505960000446,131.96958079999604,132.47007720000693,132.47007720000693,132.47007720000693,132.77005560000543,132.8713490999944,left,-16.5,1,1,0.39071519998833537,182340,001,2024-09-12_20h41.00.415,adaptive_staircase,2024.1.5,None,2024-09-12 20h41.12.471714 +0530,
94,0.5,16.0,132.88670410000486,,132.87151870000525,132.88670410000486,133.38646059999883,133.38646059999883,133.40237229999912,133.6866727000015,133.75461509999877,right,16.0,1,1,0.3534192999941297,182340,001,2024-09-12_20h41.00.415,adaptive_staircase,2024.1.5,None,2024-09-12 20h41.12.471714 +0530,
95,0.5,16.0,133.7695187999925,,133.75474329999997,133.7695187999925,134.26937490000273,134.26937490000273,134.26937490000273,134.56935580000572,134.5874799000012,left,-16.0,1,1,0.3066144000040367,182340,001,2024-09-12_20h41.00.415,adaptive_staircase,2024.1.5,None,2024-09-12 20h41.12.471714 +0530,
96,0.5,16.0,134.60305679999874,,134.5875764999946,134.60305679999874,135.10282169999846,135.10282169999846,135.10282169999846,135.4032745000004,135.42184700000507,right,16.0,1,1,0.3041254999989178,182340,001,2024-09-12_20h41.00.415,adaptive_staircase,2024.1.5,None,2024-09-12 20h41.12.471714 +0530,
97,0.5,15.5,135.43647109999438,,135.42203410000366,135.43647109999438,135.93620169999485,135.93620169999485,135.93620169999485,136.23615890000656,136.23738750000484,left,-15.5,1,1,0.29784400000062305,182340,001,2024-09-12_20h41.00.415,adaptive_staircase,2024.1.5,None,2024-09-12 20h41.12.471714 +0530,
98,0.5,15.5,136.2527987999929,,136.237489799998,136.2527987999929,136.75265510000463,136.75265510000463,136.75265510000463,137.05312979999871,137.12030579999555,right,15.5,1,1,0.3543714999977965,182340,001,2024-09-12_20h41.00.415,adaptive_staircase,2024.1.5,None,2024-09-12 20h41.12.471714 +0530,
99,0.5,15.5,137.13607279999997,,137.12040070000512,137.13607279999997,137.63579470000695,137.63579470000695,137.63579470000695,137.93602930000634,138.3703200000018,right,15.5,1,1,0.7312954000080936,182340,001,2024-09-12_20h41.00.415,adaptive_staircase,2024.1.5,None,2024-09-12 20h41.12.471714 +0530,
