loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,thisRow.t,notes,trial.started,fixation.started,key_resp.started,fixation.stopped,trial.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,0.04929019999690354,,0.030519899999490008,0.04929019999690354,1.054558099975111,1.0637059999862686,4.5205094999982975,down,1,3.45117119999486,None,,,,,,,,
