loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,thisRow.t,notes,trial.started,fixation.started,key_resp.started,fixation.stopped,trial.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,0.01904169999761507,,0.009055100003024563,0.01904169999761507,1.0526512000069488,1.0568857000034768,1.8456295999931172,down,1,0.7746309000067413,None,,,,,,,,
