loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,thisRow.t,notes,trial.started,fixation.started,key_resp.started,fixation.stopped,trial.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,0.05189170001540333,,0.03562320000492036,0.05189170001540333,1.0397650999948382,1.049361300014425,2.192980699997861,down,1,1.1478284999902826,None,,,,,,,,
