loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,thisRow.t,notes,trial.started,fixation.started,key_resp.started,fixation.stopped,trial.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,0.04014430000097491,,0.021347300003981218,0.04014430000097491,1.0451777999987826,1.0548526000056881,1.9961692000215407,down,1,0.9357043999771122,None,,,,,,,,
