trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr,fixation.started,target.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
23,0,23,0,41.49755480000749,,41.46653159998823,5,41.49755480000749,41.49755480000749,0.021891099982894957,42.6371181999566,[-0.4962962962962963],[-0.42777777777777776],[1],[0],[0],[1.1494664000347257],[],518027,001,2024-10-10_19h49.07.379,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h49.18.265112 +0530,
24,0,24,0,42.67065600003116,,42.64286310004536,5,42.67065600003116,42.67065600003116,0.01885800005402416,44.27039750001859,[0.5444444444444444],[-0.0962962962962963],[1],[0],[0],[1.6091081999475136],[],518027,001,2024-10-10_19h49.07.379,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h49.18.265112 +0530,
25,0,25,0,44.32902569998987,,44.27783639996778,5,44.32902569998987,44.32902569998987,0.03473930002655834,45.05441390001215,[0.4824074074074074],[-0.12407407407407407],[1],[0],[0],[0.7426019000122324],['target'],518027,001,2024-10-10_19h49.07.379,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h49.18.265112 +0530,
26,0,26,0,45.09285539994016,,45.06187289999798,5,45.09285539994016,45.09285539994016,0.02171849994920194,46.387054799939506,[-0.12314814814814815],[-0.03796296296296296],[1],[0],[0],[1.3042867999756709],['target'],518027,001,2024-10-10_19h49.07.379,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h49.18.265112 +0530,
27,0,27,0,46.430254700011574,,46.394524200004525,5,46.430254700011574,46.430254700011574,0.026663399999961257,48.403581099933945,[-0.42314814814814816],[0.4148148148148148],[1],[0],[0],[1.9832322999136522],['target'],518027,001,2024-10-10_19h49.07.379,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h49.18.265112 +0530,
28,0,28,0,48.44361309998203,,48.411069500027224,5,48.44361309998203,48.44361309998203,0.023053999990224838,50.48638659995049,[0.1175925925925926],[-0.38981481481481484],[1],[0],[0],[2.053141999989748],['target'],518027,001,2024-10-10_19h49.07.379,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h49.18.265112 +0530,
29,0,29,0,50.53432229999453,,50.492024400038645,5,50.53432229999453,50.53432229999453,0.02484490000642836,52.53613260004204,[0.3074074074074074],[-0.42314814814814816],[1],[0],[0],[2.0199412000365555],['target'],518027,001,2024-10-10_19h49.07.379,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h49.18.265112 +0530,
30,0,30,0,52.58690510003362,,52.541325099999085,10,52.58690510003362,52.58690510003362,0.03151730005629361,53.63890719995834,[-0.08425925925925926],[-0.32407407407407407],[1],[0],[0],[1.0665776999667287],['target'],518027,001,2024-10-10_19h49.07.379,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h49.18.265112 +0530,
31,0,31,0,53.691117299953476,,53.644365199957974,10,53.691117299953476,53.691117299953476,0.03108690003864467,55.038787099998444,[-0.23425925925925925],[-0.19444444444444445],[1],[0],[0],[1.364111499977298],['target'],518027,001,2024-10-10_19h49.07.379,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h49.18.265112 +0530,
32,0,32,0,55.06676179997157,,55.042034000041895,5,55.06676179997157,55.06676179997157,0.014909299905411899,56.25368319998961,[-0.3638888888888889],[0.3074074074074074],[1],[0],[0],[1.1965953999897465],['target'],518027,001,2024-10-10_19h49.07.379,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h49.18.265112 +0530,
33,0,33,0,56.34908069996163,,56.26112819998525,10,56.34908069996163,56.34908069996163,0.05965970002580434,57.687783999950625,[0.075],[0.075],[1],[0],[0],[1.3678770000115037],['target'],518027,001,2024-10-10_19h49.07.379,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h49.18.265112 +0530,
34,0,34,0,57.77864709997084,,57.69480219995603,10,57.77864709997084,57.77864709997084,0.05768309999257326,59.266988900024444,[-0.1111111111111111],[-0.44537037037037036],[1],[0],[0],[1.5151524000102654],['target'],518027,001,2024-10-10_19h49.07.379,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h49.18.265112 +0530,
35,0,35,0,59.304886500001885,,59.27412730001379,5,59.304886500001885,59.304886500001885,0.020716500002890825,60.48658060003072,[0.31574074074074077],[-0.2935185185185185],[1],[0],[0],[1.192110399948433],[],518027,001,2024-10-10_19h49.07.379,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h49.18.265112 +0530,
36,0,36,0,60.534271199954674,,60.494254900026135,5,60.534271199954674,60.534271199954674,0.030550400028005242,61.98752740002237,[0.18981481481481483],[0.2861111111111111],[1],[0],[0],[1.4638572999974713],['target'],518027,001,2024-10-10_19h49.07.379,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h49.18.265112 +0530,
37,0,37,0,62.040431699948385,,61.99493639997672,5,62.040431699948385,62.040431699948385,0.03439859999343753,63.11999719997402,[0.36203703703703705],[-0.2388888888888889],[1],[0],[0],[1.0916254000039771],['target'],518027,001,2024-10-10_19h49.07.379,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h49.18.265112 +0530,
38,0,38,0,63.1806346999947,,63.127501599956304,10,63.1806346999947,63.1806346999947,0.03880620002746582,64.35791409993544,[0.049074074074074076],[0.04351851851851852],[1],[0],[0],[1.192657900042832],['target'],518027,001,2024-10-10_19h49.07.379,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h49.18.265112 +0530,
39,0,39,0,64.40906610002276,,64.3652349000331,5,64.40906610002276,64.40906610002276,0.03343880001921207,65.4699346999405,[0.17592592592592593],[-0.37592592592592594],[1],[0],[0],[1.0721422000788152],['target'],518027,001,2024-10-10_19h49.07.379,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h49.18.265112 +0530,
40,0,40,0,65.54331760003697,,65.47674650000408,10,65.54331760003697,65.54331760003697,0.050256800022907555,67.32308390003163,[-0.3277777777777778],[-0.46111111111111114],[1],[0],[0],[1.7969975000014529],['target'],518027,001,2024-10-10_19h49.07.379,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h49.18.265112 +0530,
41,0,41,0,67.37111179996282,,67.326485699974,10,67.37111179996282,67.37111179996282,0.028831700095906854,68.47701309993863,[-0.25462962962962965],[0.08796296296296297],[1],[0],[0],[1.1216204999946058],['target'],518027,001,2024-10-10_19h49.07.379,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h49.18.265112 +0530,
42,0,42,0,68.51896220003255,,68.48445590003394,5,68.51896220003255,68.51896220003255,0.025219500064849854,69.30577500001527,[-0.07314814814814814],[-0.06018518518518518],[1],[0],[0],[0.7969917999580503],['target'],518027,001,2024-10-10_19h49.07.379,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h49.18.265112 +0530,
43,0,43,0,69.37549040000886,,69.31285480002407,10,69.37549040000886,69.37549040000886,0.04915510001592338,70.41458979994059,[-0.48055555555555557],[0.16203703703703703],[1],[0],[0],[1.0533083999762312],['target'],518027,001,2024-10-10_19h49.07.379,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h49.18.265112 +0530,
44,0,44,0,70.46447559993248,,70.42080239998177,10,70.46447559993248,70.46447559993248,0.029164399951696396,72.14292559993919,[0.21944444444444444],[-0.2972222222222222],[1],[0],[0],[1.693752899998799],['target'],518027,001,2024-10-10_19h49.07.379,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h49.18.265112 +0530,
45,0,45,0,72.20722720003687,,72.14785129996017,10,72.20722720003687,72.20722720003687,0.044057499966584146,73.29334870004095,[-0.08518518518518518],[0.362962962962963],[1],[0],[0],[1.10165440000128],['target'],518027,001,2024-10-10_19h49.07.379,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h49.18.265112 +0530,
46,0,46,0,73.3348903999431,,73.30102180002723,5,73.3348903999431,73.3348903999431,0.02333359990734607,74.47186599997804,[-0.13333333333333333],[0.03148148148148148],[1],[0],[0],[1.1482501000864431],['target'],518027,001,2024-10-10_19h49.07.379,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h49.18.265112 +0530,
47,0,47,0,74.51180610002484,,74.47941749996971,5,74.51180610002484,74.51180610002484,0.023244100040756166,75.31908629997633,[-0.30462962962962964],[0.10833333333333334],[1],[0],[0],[0.8171691000461578],['target'],518027,001,2024-10-10_19h49.07.379,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h49.18.265112 +0530,
48,0,48,0,75.36132979998365,,75.326292200014,5,75.36132979998365,75.36132979998365,0.025604200083762407,76.30985600000713,[-0.01574074074074074],[0.21296296296296297],[1],[0],[0],[0.958735299995169],[],518027,001,2024-10-10_19h49.07.379,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h49.18.265112 +0530,
49,0,49,0,76.40121090004686,,76.31746940000448,10,76.40121090004686,76.40121090004686,0.05783399997744709,77.26087470003404,[0.13518518518518519],[0.22407407407407406],[1],[0],[0],[0.8865346000529826],[],518027,001,2024-10-10_19h49.07.379,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h49.18.265112 +0530,
50,0,50,0,77.3483406000305,,77.268426500028,10,77.3483406000305,77.3483406000305,0.052354399929754436,78.26869109994732,[0.4],[0.024074074074074074],[1],[0],[0],[0.9488769000163302],['target'],518027,001,2024-10-10_19h49.07.379,Task3_VisualSearch,2024.1.5,None,2024-10-10 19h49.18.265112 +0530,
