short_words,long_word,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,short.started,fixation.started,short_list.started,fixation.stopped,short_list.stopped,short.stopped,recall1.started,text_2.started,text_2.stopped,textbox.started,text_3.started,mouse.started,recall1.stopped,textbox.text,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,long.started,fixation_2.started,long_list.started,fixation_2.stopped,long_list.stopped,long.stopped,recall2.started,text.started,text.stopped,textbox_2.started,text_4.started,mouse_2.started,recall2.stopped,textbox_2.text,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,mouse_2.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
egg,,0,0,0,3,,,,,0.026779400010127574,,0.016282299999147654,0.026779400010127574,1.0041573999915272,1.0374145000241697,5.004041899985168,4.988296399998944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187781,001,2024-12-04_17h15.48.606,Solo_Project,2024.1.5,None,2024-12-04 17h16.10.811486 +0530,
sun,,0,1,1,2,,,,,5.004041899985168,,4.988807099987753,5.004041899985168,6.003814299998339,6.003814299998339,10.00386310002068,9.987643199972808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187781,001,2024-12-04_17h15.48.606,Solo_Project,2024.1.5,None,2024-12-04 17h16.10.811486 +0530,
bus,,0,2,2,1,,,,,10.00386310002068,,9.988168100011535,10.00386310002068,11.003630899998825,11.003630899998825,15.003490899980534,14.987892400007695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187781,001,2024-12-04_17h15.48.606,Solo_Project,2024.1.5,None,2024-12-04 17h16.10.811486 +0530,
air,,0,3,3,4,,,,,15.003490899980534,,14.988461699977051,15.003490899980534,16.003094399988186,16.003094399988186,20.003253899980336,19.987219500006177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187781,001,2024-12-04_17h15.48.606,Solo_Project,2024.1.5,None,2024-12-04 17h16.10.811486 +0530,
cat,,0,4,4,0,,,,,20.003253899980336,,19.98771560000023,20.003253899980336,21.003238099976443,21.003238099976443,25.00291909999214,24.987704399973154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187781,001,2024-12-04_17h15.48.606,Solo_Project,2024.1.5,None,2024-12-04 17h16.10.811486 +0530,
,,,,,,,,,,,,,,,,,,24.9878263999708,25.00291909999214,33.002413999987766,33.002413999987766,33.002413999987766,8.002098900033161,47.75318469997728,"bus
egg
air
cat
sun",[-0.012962962962962963],[-0.3175925925925926],[1],[0],[0],[14.749837999988813],['text_3'],,,,,,,,,,,,,,,,,,,,,,187781,001,2024-12-04_17h15.48.606,Solo_Project,2024.1.5,None,2024-12-04 17h16.10.811486 +0530,
,crocodile,,,,,0,0,0,0,47.77006439998513,,,,,,,,,,,,,,,,,,,,,,,47.7636195999803,47.77006439998513,48.768561900011264,48.785046299977694,52.76813739998033,52.75253649998922,,,,,,,,,,,,,,,,187781,001,2024-12-04_17h15.48.606,Solo_Project,2024.1.5,None,2024-12-04 17h16.10.811486 +0530,
,mountain,,,,,0,1,1,2,52.76813739998033,,,,,,,,,,,,,,,,,,,,,,,52.75322969997069,52.76813739998033,53.76799139997456,53.76799139997456,57.76769589999458,57.75190159998601,,,,,,,,,,,,,,,,187781,001,2024-12-04_17h15.48.606,Solo_Project,2024.1.5,None,2024-12-04 17h16.10.811486 +0530,
,notebook,,,,,0,2,2,3,57.76769589999458,,,,,,,,,,,,,,,,,,,,,,,57.752407199994195,57.76769589999458,58.76760409999406,58.76760409999406,62.767484200012404,62.75189349998254,,,,,,,,,,,,,,,,187781,001,2024-12-04_17h15.48.606,Solo_Project,2024.1.5,None,2024-12-04 17h16.10.811486 +0530,
,umbrella,,,,,0,3,3,4,62.767484200012404,,,,,,,,,,,,,,,,,,,,,,,62.752667299995665,62.767484200012404,63.76736300002085,63.76736300002085,67.78396510001039,67.75132109998958,,,,,,,,,,,,,,,,187781,001,2024-12-04_17h15.48.606,Solo_Project,2024.1.5,None,2024-12-04 17h16.10.811486 +0530,
,jewelery,,,,,0,4,4,1,67.78396510001039,,,,,,,,,,,,,,,,,,,,,,,67.7518688000273,67.78396510001039,68.76695919997292,68.78361649997532,72.767256000021,72.7511150999926,,,,,,,,,,,,,,,,187781,001,2024-12-04_17h15.48.606,Solo_Project,2024.1.5,None,2024-12-04 17h16.10.811486 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.75125650002155,72.767256000021,80.76675609999802,80.76675609999802,80.76675609999802,8.013562900014222,116.24981870001648,"crocodile
notebook
mountain
",[0.005555555555555556],[-0.30648148148148147],[1],[0],[0],[35.48210629995447],['text_4'],187781,001,2024-12-04_17h15.48.606,Solo_Project,2024.1.5,None,2024-12-04 17h16.10.811486 +0530,
