short_words,long_word,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,short.started,fixation.started,short_list.started,fixation.stopped,short_list.stopped,short.stopped,recall1.started,text_2.started,text_2.stopped,textbox.started,text_3.started,mouse.started,recall1.stopped,textbox.text,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,long.started,fixation_2.started,fixation_2.stopped,long_list.started,long_list.stopped,long.stopped,recall2.started,text.started,text.stopped,textbox_2.started,text_4.started,mouse_2.started,recall2.stopped,textbox_2.text,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,mouse_2.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
bus,,0,0,0,1,,,,,0.14374349999707192,,0.1272946000099182,0.14374349999707192,1.001026100013405,1.150444199971389,5.000156799971592,4.984791999973822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,001,2024-12-04_17h02.02.861,Solo_Project,2024.1.5,None,2024-12-04 17h02.15.162938 +0530,
cat,,0,1,1,0,,,,,5.000156799971592,,4.985316900012549,5.000156799971592,6.000111499975901,6.000111499975901,9.999890099978074,9.984112899983302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,001,2024-12-04_17h02.02.861,Solo_Project,2024.1.5,None,2024-12-04 17h02.15.162938 +0530,
sun,,0,2,2,2,,,,,9.999890099978074,,9.98465140000917,9.999890099978074,10.99991339998087,10.99991339998087,14.9998431999702,14.984199800004717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,001,2024-12-04_17h02.02.861,Solo_Project,2024.1.5,None,2024-12-04 17h02.15.162938 +0530,
egg,,0,3,3,3,,,,,14.9998431999702,,14.98471479996806,14.9998431999702,16.016162100015208,15.99946479999926,20.01627969997935,20.00051679997705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,001,2024-12-04_17h02.02.861,Solo_Project,2024.1.5,None,2024-12-04 17h02.15.162938 +0530,
air,,0,4,4,4,,,,,20.01627969997935,,20.001050199964084,20.01627969997935,21.01617079996504,21.01617079996504,25.015958899981342,25.000365699990653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,001,2024-12-04_17h02.02.861,Solo_Project,2024.1.5,None,2024-12-04 17h02.15.162938 +0530,
,,,,,,,,,,,,,,,,,,25.000468699960038,25.015958899981342,33.032685499987565,33.032685499987565,33.032685499987565,8.032132400025148,54.7154784000013,"bus
cat
sun
egg
air","[0.11666666666666667, 0.041666666666666664]","[-0.024074074074074074, -0.3148148148148148]","[1, 1]","[0, 0]","[0, 0]","[3.1450810999958776, 21.68201389996102]",['text_3'],,,,,,,,,,,,,,,,,,,,,,13,001,2024-12-04_17h02.02.861,Solo_Project,2024.1.5,None,2024-12-04 17h02.15.162938 +0530,
,mountain,,,,,0,0,0,2,54.73193279997213,,,,,,,,,,,,,,,,,,,,,,,54.725408700003754,54.73193279997213,55.7309641999891,55.7309641999891,59.73095130000729,59.71524439996574,,,,,,,,,,,,,,,,13,001,2024-12-04_17h02.02.861,Solo_Project,2024.1.5,None,2024-12-04 17h02.15.162938 +0530,
,crocodile,,,,,0,1,1,0,59.73095130000729,,,,,,,,,,,,,,,,,,,,,,,59.71585979999509,59.73095130000729,60.730641299975105,60.730641299975105,64.73037800000748,64.71490399999311,,,,,,,,,,,,,,,,13,001,2024-12-04_17h02.02.861,Solo_Project,2024.1.5,None,2024-12-04 17h02.15.162938 +0530,
,notebook,,,,,0,2,2,3,64.73037800000748,,,,,,,,,,,,,,,,,,,,,,,64.71541020000586,64.73037800000748,65.73059930000454,65.73059930000454,69.73041419999208,69.7147157000145,,,,,,,,,,,,,,,,13,001,2024-12-04_17h02.02.861,Solo_Project,2024.1.5,None,2024-12-04 17h02.15.162938 +0530,
,umbrella,,,,,0,3,3,4,69.73041419999208,,,,,,,,,,,,,,,,,,,,,,,69.71527079999214,69.73041419999208,70.73040860000765,70.73040860000765,74.7300438999664,74.71450469997944,,,,,,,,,,,,,,,,13,001,2024-12-04_17h02.02.861,Solo_Project,2024.1.5,None,2024-12-04 17h02.15.162938 +0530,
,jewelery,,,,,0,4,4,1,74.7300438999664,,,,,,,,,,,,,,,,,,,,,,,74.71509720000904,74.7300438999664,75.73007300001336,75.73007300001336,79.7298847999773,79.71399929997278,,,,,,,,,,,,,,,,13,001,2024-12-04_17h02.02.861,Solo_Project,2024.1.5,None,2024-12-04 17h02.15.162938 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.71412720001535,79.7298847999773,87.73080799996387,87.73080799996387,87.73080799996387,8.015225900046062,102.74879250000231,"mountain
crocodile
notebook
jewelery",[0.012962962962962963],[-0.29814814814814816],[1],[0],[0],[15.016888300015125],['text_4'],13,001,2024-12-04_17h02.02.861,Solo_Project,2024.1.5,None,2024-12-04 17h02.15.162938 +0530,
